team,sponsor,stage,counterfactual,baseline_roi,counterfactual_roi,roi_delta,roi_ci_low,roi_ci_high,method,reason
Netherlands,Hisense,group_or_knockout,media_surge,4.135,4.7139,0.5789,4.4539,4.9739,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Netherlands,Hisense,group_or_knockout,budget_cut,4.135,3.8455,-0.2894,3.5655,4.1255,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Netherlands,Hisense,group_or_knockout,budget_increase,4.135,4.4658,0.3308,4.1958,4.7358,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Netherlands,Hisense,group_or_knockout,negative_news_shock,4.135,3.3907,-0.7443,3.0107,3.7707,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Ecuador,McDonald's,group_or_knockout,player_absent,4.135,3.6388,-0.4962,3.3188,3.9588,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Ecuador,McDonald's,group_or_knockout,media_surge,4.135,4.7139,0.5789,4.4539,4.9739,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Ecuador,McDonald's,group_or_knockout,budget_cut,4.135,3.8455,-0.2894,3.5655,4.1255,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Ecuador,McDonald's,group_or_knockout,budget_increase,4.135,4.4658,0.3308,4.1958,4.7358,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Ecuador,McDonald's,group_or_knockout,negative_news_shock,4.135,3.3907,-0.7443,3.0107,3.7707,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.134,3.6379,-0.4961,3.3179,3.9579,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.134,4.7128,0.5788,4.4528,4.9728,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.134,3.8446,-0.2894,3.5646,4.1246,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.134,4.4647,0.3307,4.1947,4.7347,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.134,3.3899,-0.7441,3.0099,3.7699,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Australia,Mengniu,group_or_knockout,player_absent,4.134,3.6379,-0.4961,3.3179,3.9579,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Australia,Mengniu,group_or_knockout,media_surge,4.134,4.7128,0.5788,4.4528,4.9728,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Australia,Mengniu,group_or_knockout,budget_cut,4.134,3.8446,-0.2894,3.5646,4.1246,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Australia,Mengniu,group_or_knockout,budget_increase,4.134,4.4647,0.3307,4.1947,4.7347,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Australia,Mengniu,group_or_knockout,negative_news_shock,4.134,3.3899,-0.7441,3.0099,3.7699,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Kuwait,Hisense,tournament,player_absent,4.134,3.6379,-0.4961,3.3179,3.9579,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Kuwait,Hisense,tournament,media_surge,4.134,4.7128,0.5788,4.4528,4.9728,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Kuwait,Hisense,tournament,budget_cut,4.134,3.8446,-0.2894,3.5646,4.1246,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Kuwait,Hisense,tournament,budget_increase,4.134,4.4647,0.3307,4.1947,4.7347,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Kuwait,Hisense,tournament,negative_news_shock,4.134,3.3899,-0.7441,3.0099,3.7699,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,tournament,player_absent,4.134,3.6379,-0.4961,3.3179,3.9579,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,tournament,media_surge,4.134,4.7128,0.5788,4.4528,4.9728,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,tournament,budget_cut,4.134,3.8446,-0.2894,3.5646,4.1246,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,tournament,budget_increase,4.134,4.4647,0.3307,4.1947,4.7347,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,tournament,negative_news_shock,4.134,3.3899,-0.7441,3.0099,3.7699,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Czechoslovakia,Coca-Cola,tournament,player_absent,4.129,3.6335,-0.4955,3.3135,3.9535,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Czechoslovakia,Coca-Cola,tournament,media_surge,4.129,4.7071,0.5781,4.4471,4.9671,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Czechoslovakia,Coca-Cola,tournament,budget_cut,4.129,3.84,-0.289,3.56,4.12,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Czechoslovakia,Coca-Cola,tournament,budget_increase,4.129,4.4593,0.3303,4.1893,4.7293,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Czechoslovakia,Coca-Cola,tournament,negative_news_shock,4.129,3.3858,-0.7432,3.0058,3.7658,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.129,3.6335,-0.4955,3.3135,3.9535,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.129,4.7071,0.5781,4.4471,4.9671,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.129,3.84,-0.289,3.56,4.12,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.129,4.4593,0.3303,4.1893,4.7293,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.129,3.3858,-0.7432,3.0058,3.7658,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Spain,Budweiser,group_or_knockout,player_absent,4.126,3.6309,-0.4951,3.3109,3.9509,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Spain,Budweiser,group_or_knockout,media_surge,4.126,4.7036,0.5776,4.4436,4.9636,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Spain,Budweiser,group_or_knockout,budget_cut,4.126,3.8372,-0.2888,3.5572,4.1172,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Spain,Budweiser,group_or_knockout,budget_increase,4.126,4.4561,0.3301,4.1861,4.7261,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Spain,Budweiser,group_or_knockout,negative_news_shock,4.126,3.3833,-0.7427,3.0033,3.7633,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Bulgaria,Visa,group_or_knockout,player_absent,4.126,3.6309,-0.4951,3.3109,3.9509,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Bulgaria,Visa,group_or_knockout,media_surge,4.126,4.7036,0.5776,4.4436,4.9636,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Bulgaria,Visa,group_or_knockout,budget_cut,4.126,3.8372,-0.2888,3.5572,4.1172,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Bulgaria,Visa,group_or_knockout,budget_increase,4.126,4.4561,0.3301,4.1861,4.7261,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Bulgaria,Visa,group_or_knockout,negative_news_shock,4.126,3.3833,-0.7427,3.0033,3.7633,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Uruguay,Vivo,tournament,player_absent,4.123,3.6282,-0.4948,3.3082,3.9482,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Uruguay,Vivo,tournament,media_surge,4.123,4.7002,0.5772,4.4402,4.9602,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Uruguay,Vivo,tournament,budget_cut,4.123,3.8344,-0.2886,3.5544,4.1144,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Uruguay,Vivo,tournament,budget_increase,4.123,4.4528,0.3298,4.1828,4.7228,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Uruguay,Vivo,tournament,negative_news_shock,4.123,3.3809,-0.7421,3.0009,3.7609,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.123,3.6282,-0.4948,3.3082,3.9482,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.123,4.7002,0.5772,4.4402,4.9602,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.123,3.8344,-0.2886,3.5544,4.1144,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.123,4.4528,0.3298,4.1828,4.7228,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.123,3.3809,-0.7421,3.0009,3.7609,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Russia,Hyundai,group_or_knockout,player_absent,4.122,3.6274,-0.4946,3.3074,3.9474,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Russia,Hyundai,group_or_knockout,media_surge,4.122,4.6991,0.5771,4.4391,4.9591,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Russia,Hyundai,group_or_knockout,budget_cut,4.122,3.8335,-0.2885,3.5535,4.1135,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Russia,Hyundai,group_or_knockout,budget_increase,4.122,4.4518,0.3298,4.1818,4.7218,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Russia,Hyundai,group_or_knockout,negative_news_shock,4.122,3.38,-0.742,3.0,3.76,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Belgium,Visa,group_or_knockout,player_absent,4.122,3.6274,-0.4946,3.3074,3.9474,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Belgium,Visa,group_or_knockout,media_surge,4.122,4.6991,0.5771,4.4391,4.9591,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Belgium,Visa,group_or_knockout,budget_cut,4.122,3.8335,-0.2885,3.5535,4.1135,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Belgium,Visa,group_or_knockout,budget_increase,4.122,4.4518,0.3298,4.1818,4.7218,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Belgium,Visa,group_or_knockout,negative_news_shock,4.122,3.38,-0.742,3.0,3.76,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Argentina,Hyundai,group_or_knockout,player_absent,4.121,3.6265,-0.4945,3.3065,3.9465,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Argentina,Hyundai,group_or_knockout,media_surge,4.121,4.6979,0.5769,4.4379,4.9579,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Argentina,Hyundai,group_or_knockout,budget_cut,4.121,3.8325,-0.2885,3.5525,4.1125,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Argentina,Hyundai,group_or_knockout,budget_increase,4.121,4.4507,0.3297,4.1807,4.7207,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Argentina,Hyundai,group_or_knockout,negative_news_shock,4.121,3.3792,-0.7418,2.9992,3.7592,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Iceland,Visa,group_or_knockout,player_absent,4.121,3.6265,-0.4945,3.3065,3.9465,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Iceland,Visa,group_or_knockout,media_surge,4.121,4.6979,0.5769,4.4379,4.9579,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Iceland,Visa,group_or_knockout,budget_cut,4.121,3.8325,-0.2885,3.5525,4.1125,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Iceland,Visa,group_or_knockout,budget_increase,4.121,4.4507,0.3297,4.1807,4.7207,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Iceland,Visa,group_or_knockout,negative_news_shock,4.121,3.3792,-0.7418,2.9992,3.7592,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.12,3.6256,-0.4944,3.3056,3.9456,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.12,4.6968,0.5768,4.4368,4.9568,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
